"Year","Date","Elevation","Nest","Nest.type","ID","Blood.ID","Mass..g.","AS.Right..mm.","AS.Left..mm.","Notes","RFID","OLD_RFID","P_sex"
2018,"Sat Jul 07 00:00:00 PDT 2018","H","24-1H","INITIAL","2820-13868","HF914",13.71,23,22.5,NA,"0700EDF64A","","M"
2018,"Sat Jul 07 00:00:00 PDT 2018","H","24-1H","INITIAL","2820-13868","HF914",13.71,23,22.5,NA,"0700EDC0C6","","F"
2018,"Sat Jul 07 00:00:00 PDT 2018","H","26H","INITIAL","2820-13869","HF915",7.76,NA,NA,"Band on right tarsus. Nestling underdeveloped, left tarsus is deformed. Retrices too small to measure.","01101797F0","","M"
2018,"Sat Jul 07 00:00:00 PDT 2018","H","26H","INITIAL","2820-13869","HF915",7.76,NA,NA,"Band on right tarsus. Nestling underdeveloped, left tarsus is deformed. Retrices too small to measure.","0700ED9084","","F"
2018,"Sat Jul 07 00:00:00 PDT 2018","H","26H","INITIAL","2820-13870","HF916",12.82,16,16,NA,"01101797F0","","M"
2018,"Sat Jul 07 00:00:00 PDT 2018","H","26H","INITIAL","2820-13870","HF916",12.82,16,16,NA,"0700ED9084","","F"
2018,"Sat Jul 07 00:00:00 PDT 2018","H","26H","INITIAL","2820-13871","HF917",13,16,17,NA,"01101797F0","","M"
2018,"Sat Jul 07 00:00:00 PDT 2018","H","26H","INITIAL","2820-13871","HF917",13,16,17,NA,"0700ED9084","","F"
2018,"Sat Jul 07 00:00:00 PDT 2018","H","26H","INITIAL","2820-13872","HF918",12.27,14,14,NA,"01101797F0","","M"
2018,"Sat Jul 07 00:00:00 PDT 2018","H","26H","INITIAL","2820-13872","HF918",12.27,14,14,NA,"0700ED9084","","F"
2018,"Sat Jul 07 00:00:00 PDT 2018","H","26H","INITIAL","2820-13873","HF919",13.64,14,14,NA,"01101797F0","","M"
2018,"Sat Jul 07 00:00:00 PDT 2018","H","26H","INITIAL","2820-13873","HF919",13.64,14,14,NA,"0700ED9084","","F"
2018,"Sat Jul 07 00:00:00 PDT 2018","H","26H","INITIAL","2820-13874","HF920",14,14,13.5,NA,"01101797F0","","M"
2018,"Sat Jul 07 00:00:00 PDT 2018","H","26H","INITIAL","2820-13874","HF920",14,14,13.5,NA,"0700ED9084","","F"
2018,"Sat Jul 07 00:00:00 PDT 2018","H","26H","INITIAL","2820-13875","HF921",11.6,12,12.5,NA,"01101797F0","","M"
2018,"Sat Jul 07 00:00:00 PDT 2018","H","26H","INITIAL","2820-13875","HF921",11.6,12,12.5,NA,"0700ED9084","","F"
2018,"Sat Jul 07 00:00:00 PDT 2018","H","26H","INITIAL","2820-13876","HF922",10.75,12,12,NA,"01101797F0","","M"
2018,"Sat Jul 07 00:00:00 PDT 2018","H","26H","INITIAL","2820-13876","HF922",10.75,12,12,NA,"0700ED9084","","F"
2018,"Mon Jul 09 00:00:00 PDT 2018","H","B28H","INITIAL","2820-13877","HF923",12.15,15,15,NA,"01101796CF","","M"
2018,"Mon Jul 09 00:00:00 PDT 2018","H","B28H","INITIAL","2820-13877","HF923",12.15,15,15,NA,"0700EE287D","","F"
2018,"Mon Jul 09 00:00:00 PDT 2018","H","B28H","INITIAL","2820-13878","HF924",12.12,10.5,11,NA,"01101796CF","","M"
2018,"Mon Jul 09 00:00:00 PDT 2018","H","B28H","INITIAL","2820-13878","HF924",12.12,10.5,11,NA,"0700EE287D","","F"
2018,"Mon Jul 09 00:00:00 PDT 2018","H","B28H","INITIAL","2820-13879","HF925",11.18,11.5,12,NA,"01101796CF","","M"
2018,"Mon Jul 09 00:00:00 PDT 2018","H","B28H","INITIAL","2820-13879","HF925",11.18,11.5,12,NA,"0700EE287D","","F"
2018,"Mon Jul 09 00:00:00 PDT 2018","H","B28H","INITIAL","2820-13880","HF926",11.56,10.5,10.5,NA,"01101796CF","","M"
2018,"Mon Jul 09 00:00:00 PDT 2018","H","B28H","INITIAL","2820-13880","HF926",11.56,10.5,10.5,NA,"0700EE287D","","F"
2018,"Mon Jul 09 00:00:00 PDT 2018","H","B28H","INITIAL","2820-13881","HF927",11.74,11.5,11,NA,"01101796CF","","M"
2018,"Mon Jul 09 00:00:00 PDT 2018","H","B28H","INITIAL","2820-13881","HF927",11.74,11.5,11,NA,"0700EE287D","","F"
2018,"Mon Jul 09 00:00:00 PDT 2018","H","B28H","INITIAL","2820-13882","HF928",11.74,9.5,9.5,NA,"01101796CF","","M"
2018,"Mon Jul 09 00:00:00 PDT 2018","H","B28H","INITIAL","2820-13882","HF928",11.74,9.5,9.5,NA,"0700EE287D","","F"
2018,"Mon Jul 09 00:00:00 PDT 2018","H","B28H","INITIAL","2820-13883","HF929",11.3,15,14,NA,"01101796CF","","M"
2018,"Mon Jul 09 00:00:00 PDT 2018","H","B28H","INITIAL","2820-13883","HF929",11.3,15,14,NA,"0700EE287D","","F"
2018,"Mon Jul 09 00:00:00 PDT 2018","H","B28H","INITIAL","2820-13884","HF930",9.67,8,7.5,"Parasite","01101796CF","","M"
2018,"Mon Jul 09 00:00:00 PDT 2018","H","B28H","INITIAL","2820-13884","HF930",9.67,8,7.5,"Parasite","0700EE287D","","F"
2018,"Tue Jul 10 00:00:00 PDT 2018","H","28-2H","INITIAL","2820-13885","HF931",12.42,14.5,14,NA,"0700ED98EA","","M"
2018,"Tue Jul 10 00:00:00 PDT 2018","H","28-2H","INITIAL","2820-13885","HF931",12.42,14.5,14,NA,"011017975A","","F"
2018,"Tue Jul 10 00:00:00 PDT 2018","H","28-2H","INITIAL","2820-13886","HF932",12.64,20.5,20,NA,"0700ED98EA","","M"
2018,"Tue Jul 10 00:00:00 PDT 2018","H","28-2H","INITIAL","2820-13886","HF932",12.64,20.5,20,NA,"011017975A","","F"
2018,"Tue Jul 10 00:00:00 PDT 2018","H","28-2H","INITIAL","2820-13887","HF933",13.85,21,21,"Only half tube of blood collected.","0700ED98EA","","M"
2018,"Tue Jul 10 00:00:00 PDT 2018","H","28-2H","INITIAL","2820-13887","HF933",13.85,21,21,"Only half tube of blood collected.","011017975A","","F"
2018,"Tue Jul 10 00:00:00 PDT 2018","H","28-2H","INITIAL","2820-13888","HF934",11.63,20,19,NA,"0700ED98EA","","M"
2018,"Tue Jul 10 00:00:00 PDT 2018","H","28-2H","INITIAL","2820-13888","HF934",11.63,20,19,NA,"011017975A","","F"
2018,"Tue Jul 10 00:00:00 PDT 2018","H","28-2H","INITIAL","2820-13889","HF935",14.1,20.5,20,NA,"0700ED98EA","","M"
2018,"Tue Jul 10 00:00:00 PDT 2018","H","28-2H","INITIAL","2820-13889","HF935",14.1,20.5,20,NA,"011017975A","","F"
2018,"Tue Jul 10 00:00:00 PDT 2018","H","28-2H","INITIAL","2820-13890","HF936",11.52,15,14,NA,"0700ED98EA","","M"
2018,"Tue Jul 10 00:00:00 PDT 2018","H","28-2H","INITIAL","2820-13890","HF936",11.52,15,14,NA,"011017975A","","F"
2018,"Tue Jul 10 00:00:00 PDT 2018","H","28-2H","INITIAL","2820-13891","HF937",11.95,18,18,NA,"0700ED98EA","","M"
2018,"Tue Jul 10 00:00:00 PDT 2018","H","28-2H","INITIAL","2820-13891","HF937",11.95,18,18,NA,"011017975A","","F"
2018,"Tue Jul 10 00:00:00 PDT 2018","H","28-2H","INITIAL","2820-13892","HF938",13.33,18,17.5,NA,"0700ED98EA","","M"
2018,"Tue Jul 10 00:00:00 PDT 2018","H","28-2H","INITIAL","2820-13892","HF938",13.33,18,17.5,NA,"011017975A","","F"
2018,"Wed Jul 11 00:00:00 PDT 2018","H","31-2H","INITIAL","2820-13893","HF939",11.93,22,21.5,NA,"0700EDA702","","M"
2018,"Wed Jul 11 00:00:00 PDT 2018","H","31-2H","INITIAL","2820-13893","HF939",11.93,22,21.5,NA,"01101799DA","","F"
2018,"Wed Jul 11 00:00:00 PDT 2018","H","31-2H","INITIAL","2820-13894","HF940",13,23,22,NA,"0700EDA702","","M"
2018,"Wed Jul 11 00:00:00 PDT 2018","H","31-2H","INITIAL","2820-13894","HF940",13,23,22,NA,"01101799DA","","F"
2018,"Wed Jul 11 00:00:00 PDT 2018","H","31-2H","INITIAL","2820-13895","HF941",12.24,22,21.5,NA,"0700EDA702","","M"
2018,"Wed Jul 11 00:00:00 PDT 2018","H","31-2H","INITIAL","2820-13895","HF941",12.24,22,21.5,NA,"01101799DA","","F"
2018,"Wed Jul 11 00:00:00 PDT 2018","H","31-2H","INITIAL","2820-13896","HF942",11.89,24,22,NA,"0700EDA702","","M"
2018,"Wed Jul 11 00:00:00 PDT 2018","H","31-2H","INITIAL","2820-13896","HF942",11.89,24,22,NA,"01101799DA","","F"
2018,"Thu Jul 12 00:00:00 PDT 2018","H","31H","INITIAL","2820-13897","HF943",13.46,19,17.5,NA,"0700EDD65F","","M"
2018,"Thu Jul 12 00:00:00 PDT 2018","H","31H","INITIAL","2820-13897","HF943",13.46,19,17.5,NA,"0700ED9194","","F"
2018,"Thu Jul 12 00:00:00 PDT 2018","H","31H","INITIAL","2820-13898","HF944",13.39,17.5,16,NA,"0700EDD65F","","M"
2018,"Thu Jul 12 00:00:00 PDT 2018","H","31H","INITIAL","2820-13898","HF944",13.39,17.5,16,NA,"0700ED9194","","F"
2018,"Thu Jul 12 00:00:00 PDT 2018","H","31H","INITIAL","2820-13899","HF945",11.91,19,18.5,NA,"0700EDD65F","","M"
2018,"Thu Jul 12 00:00:00 PDT 2018","H","31H","INITIAL","2820-13899","HF945",11.91,19,18.5,NA,"0700ED9194","","F"
2018,"Thu Jul 12 00:00:00 PDT 2018","H","31H","INITIAL","2820-13900","HF946",12.65,19.5,19.5,NA,"0700EDD65F","","M"
2018,"Thu Jul 12 00:00:00 PDT 2018","H","31H","INITIAL","2820-13900","HF946",12.65,19.5,19.5,NA,"0700ED9194","","F"
2018,"Thu Jul 12 00:00:00 PDT 2018","H","31H","INITIAL","2820-13901","HF947",12.99,19.5,19.5,NA,"0700EDD65F","","M"
2018,"Thu Jul 12 00:00:00 PDT 2018","H","31H","INITIAL","2820-13901","HF947",12.99,19.5,19.5,NA,"0700ED9194","","F"
2018,"Thu Jul 12 00:00:00 PDT 2018","H","31H","INITIAL","2820-13902","HF948",13.16,15.5,15,NA,"0700EDD65F","","M"
2018,"Thu Jul 12 00:00:00 PDT 2018","H","31H","INITIAL","2820-13902","HF948",13.16,15.5,15,NA,"0700ED9194","","F"
2018,"Sat Jul 14 00:00:00 PDT 2018","H","35-1AH","INITIAL","2820-13903","HF949",13.84,19,18.5,NA,"0700EDB721","","M"
2018,"Sat Jul 14 00:00:00 PDT 2018","H","35-1AH","INITIAL","2820-13903","HF949",13.84,19,18.5,NA,"0700ED865D","","F"
2018,"Sat Jul 14 00:00:00 PDT 2018","H","35-1AH","INITIAL","2820-13904","HF950",13.31,17,16,NA,"0700EDB721","","M"
2018,"Sat Jul 14 00:00:00 PDT 2018","H","35-1AH","INITIAL","2820-13904","HF950",13.31,17,16,NA,"0700ED865D","","F"
2018,"Sat Jul 14 00:00:00 PDT 2018","H","35-1AH","INITIAL","2820-13905","HF951",13.65,20,19,"Possible mite on chick.","0700EDB721","","M"
2018,"Sat Jul 14 00:00:00 PDT 2018","H","35-1AH","INITIAL","2820-13905","HF951",13.65,20,19,"Possible mite on chick.","0700ED865D","","F"
2018,"Sat Jul 14 00:00:00 PDT 2018","H","35-1AH","INITIAL","2820-13906","HF952",11.59,20,19.5,NA,"0700EDB721","","M"
2018,"Sat Jul 14 00:00:00 PDT 2018","H","35-1AH","INITIAL","2820-13906","HF952",11.59,20,19.5,NA,"0700ED865D","","F"
2018,"Sat Jul 14 00:00:00 PDT 2018","H","35-1AH","INITIAL","2820-13907","HF953",12.04,15,15,NA,"0700EDB721","","M"
2018,"Sat Jul 14 00:00:00 PDT 2018","H","35-1AH","INITIAL","2820-13907","HF953",12.04,15,15,NA,"0700ED865D","","F"
2018,"Sat Jul 14 00:00:00 PDT 2018","H","35-1AH","INITIAL","2820-13908","HF954",10.74,18,17,NA,"0700EDB721","","M"
2018,"Sat Jul 14 00:00:00 PDT 2018","H","35-1AH","INITIAL","2820-13908","HF954",10.74,18,17,NA,"0700ED865D","","F"
2018,"Sat Jul 14 00:00:00 PDT 2018","H","35-1AH","INITIAL","2820-13909","HF955",12.12,17,16.5,NA,"0700EDB721","","M"
2018,"Sat Jul 14 00:00:00 PDT 2018","H","35-1AH","INITIAL","2820-13909","HF955",12.12,17,16.5,NA,"0700ED865D","","F"
2018,"Sat Jul 14 00:00:00 PDT 2018","H","35-1AH","INITIAL","2820-13910","HF956",12.08,17.5,17.5,NA,"0700EDB721","","M"
2018,"Sat Jul 14 00:00:00 PDT 2018","H","35-1AH","INITIAL","2820-13910","HF956",12.08,17.5,17.5,NA,"0700ED865D","","F"
2018,"Fri Jul 27 00:00:00 PDT 2018","L","93_RENESTL","RENEST","2820-13911","LF1312",11.73,NA,NA,NA,NA,NA,NA
2018,"Fri Jul 27 00:00:00 PDT 2018","L","93_RENESTL","RENEST","2820-13912","LF1313",12.59,NA,NA,NA,NA,NA,NA
2018,"Fri Jul 27 00:00:00 PDT 2018","L","93_RENESTL","RENEST","2820-13913","LF1314",12.47,NA,NA,NA,NA,NA,NA
2018,"Fri Jul 27 00:00:00 PDT 2018","L","93_RENESTL","RENEST","2820-13914","LF1315",12.89,NA,NA,NA,NA,NA,NA
2018,"Fri Jul 27 00:00:00 PDT 2018","L","93_RENESTL","RENEST","2820-13915","LF1316",12.54,NA,NA,NA,NA,NA,NA
2018,"Wed Aug 08 00:00:00 PDT 2018","L","29-1_SECONDL","SECOND","2820-13916","LF1317",14.02,NA,NA,NA,NA,NA,NA
2018,"Wed Aug 08 00:00:00 PDT 2018","L","29-1_SECONDL","SECOND","2820-13917","LF1318",13.24,NA,NA,NA,NA,NA,NA
2018,"Wed Aug 08 00:00:00 PDT 2018","L","29-1_SECONDL","SECOND","2820-13918","LF1319",12.87,NA,NA,NA,NA,NA,NA
2018,"Wed Aug 08 00:00:00 PDT 2018","L","29-1_SECONDL","SECOND","2820-13919","LF1320",12.59,NA,NA,NA,NA,NA,NA
2018,"Wed Aug 08 00:00:00 PDT 2018","L","29-1_SECONDL","SECOND","2820-13920","LF1321",14.45,NA,NA,NA,NA,NA,NA
2019,"Thu Jul 11 00:00:00 PDT 2019","H","10.0H","INITIAL","2850-50089","HF1019",13.44,22,21,NA,NA,NA,NA
2019,"Thu Jul 11 00:00:00 PDT 2019","H","10.0H","INITIAL","2850-50090","HF1020",12.67,19.5,19,NA,NA,NA,NA
2019,"Thu Jul 11 00:00:00 PDT 2019","H","10.0H","INITIAL","2850-50091","HF1021",13.03,17,17.5,NA,NA,NA,NA
2019,"Thu Jul 11 00:00:00 PDT 2019","H","10.0H","INITIAL","2850-50092","HF1022",12.96,18,18,NA,NA,NA,NA
2019,"Thu Jul 11 00:00:00 PDT 2019","H","10.0H","INITIAL","2850-50093","HF1023",12.67,21,20.5,NA,NA,NA,NA
2019,"Thu Jul 11 00:00:00 PDT 2019","H","10.0H","INITIAL","2850-50094","HF1024",13.24,22,22,NA,NA,NA,NA
2019,"Thu Jul 11 00:00:00 PDT 2019","H","10.0H","INITIAL","2850-50095","HF1025",13.6,21,21,NA,NA,NA,NA
2019,"Wed Jun 26 00:00:00 PDT 2019","L","10.0L","INITIAL","2540-02053","LF1573",11.96,18,18.5,NA,NA,NA,NA
2019,"Wed Jun 26 00:00:00 PDT 2019","L","10.0L","INITIAL","2540-02054","LF1574",10.81,18,18,NA,NA,NA,NA
2019,"Wed Jun 26 00:00:00 PDT 2019","L","10.0L","INITIAL","2540-02055","LF1575",13.38,17,17.5,NA,NA,NA,NA
2019,"Wed Jun 26 00:00:00 PDT 2019","L","10.0L","INITIAL","2540-02056","LF1576",12.24,17,18,NA,NA,NA,NA
2019,"Wed Jun 26 00:00:00 PDT 2019","L","10.0L","INITIAL","2540-02057","LF1577",10.72,13,13,NA,NA,NA,NA
2019,"Wed Jun 26 00:00:00 PDT 2019","L","10.0L","INITIAL","2540-02058","LF1578",12.65,16,15,NA,NA,NA,NA
2019,"Sun Jun 30 00:00:00 PDT 2019","L","12.0L","INITIAL","2820-13954","LF1654",13.5,24,24.5,NA,NA,NA,NA
2019,"Sun Jun 30 00:00:00 PDT 2019","L","12.0L","INITIAL","2820-13955","LF1655",13.14,25.5,24.5,NA,NA,NA,NA
2019,"Sun Jun 30 00:00:00 PDT 2019","L","12.0L","INITIAL","2820-13956","LF1656",12.15,24.5,23.5,NA,NA,NA,NA
2019,"Sun Jun 30 00:00:00 PDT 2019","L","12.0L","INITIAL","2820-13957","LF1657",13.11,24,24,NA,NA,NA,NA
2019,"Sun Jun 30 00:00:00 PDT 2019","L","12.0L","INITIAL","2820-13958","LF1658",13.66,24,23,NA,NA,NA,NA
2019,"Sun Jun 30 00:00:00 PDT 2019","L","12.0L","INITIAL","2820-13959","LF1659",12.33,19,19,NA,NA,NA,NA
2019,"Thu Jul 11 00:00:00 PDT 2019","H","15.0H","INITIAL","2850-50096","HF1026",13.36,21,21,NA,NA,NA,NA
2019,"Thu Jul 11 00:00:00 PDT 2019","H","15.0H","INITIAL","2850-50097","HF1027",14.84,22,21,NA,NA,NA,NA
2019,"Thu Jul 11 00:00:00 PDT 2019","H","15.0H","INITIAL","2850-50098","HF1028",11.58,19,18.5,NA,NA,NA,NA
2019,"Thu Jul 11 00:00:00 PDT 2019","H","15.0H","INITIAL","2850-50099","HF1029",10.62,20.5,20,NA,NA,NA,NA
2019,"Thu Jul 11 00:00:00 PDT 2019","H","15.0H","INITIAL","2850-50100","HF1030",11.06,20.5,20,NA,NA,NA,NA
2019,"Thu Jul 11 00:00:00 PDT 2019","H","15.0H","INITIAL","2850-50101","HF1031",11.92,20,20,NA,NA,NA,NA
2019,"Sun Jun 23 00:00:00 PDT 2019","L","15.0L","INITIAL","2540-01947","LF1469",15.17,15,18,"Right retrix looks nubby",NA,NA,NA
2019,"Sun Jun 23 00:00:00 PDT 2019","L","15.0L","INITIAL","2540-01948","LF1470",13.35,17,17,NA,NA,NA,NA
2019,"Sun Jun 23 00:00:00 PDT 2019","L","15.0L","INITIAL","2540-01949","LF1471",12.72,11,12,NA,NA,NA,NA
2019,"Sun Jun 23 00:00:00 PDT 2019","L","15.0L","INITIAL","2540-01950","LF1472",11.92,15.5,15,NA,NA,NA,NA
2019,"Sun Jun 23 00:00:00 PDT 2019","L","15.0L","INITIAL","2540-01951","LF1473",12.56,12,10.5,NA,NA,NA,NA
2019,"Sun Jun 23 00:00:00 PDT 2019","L","15.0L","INITIAL","2540-01952","LF1474",13.46,11,11,NA,NA,NA,NA
2019,"Sun Jun 23 00:00:00 PDT 2019","L","15.0L","INITIAL","2540-01953","LF1475",12.04,17.5,16,NA,NA,NA,NA
2019,"Mon Jul 01 00:00:00 PDT 2019","L","16.0L","INITIAL","2820-13978","LF1678",12.18,16,15.5,NA,NA,NA,NA
2019,"Mon Jul 01 00:00:00 PDT 2019","L","16.0L","INITIAL","2820-13979","LF1679",12.92,14,13.5,NA,NA,NA,NA
2019,"Mon Jul 01 00:00:00 PDT 2019","L","16.0L","INITIAL","2820-13980","LF1680",13.88,18,18,NA,NA,NA,NA
2019,"Mon Jul 01 00:00:00 PDT 2019","L","16.0L","INITIAL","2820-13981","LF1681",13.05,17,17,NA,NA,NA,NA
2019,"Mon Jul 01 00:00:00 PDT 2019","L","16.0L","INITIAL","2820-13982","LF1682",10.5,13.5,13.5,NA,NA,NA,NA
2019,"Mon Jul 01 00:00:00 PDT 2019","L","16.0L","INITIAL","2820-13983","LF1683",10.61,18,19,NA,NA,NA,NA
2019,"Mon Jul 01 00:00:00 PDT 2019","L","16.0L","INITIAL","2820-13984","LF1684",10.95,18,17,NA,NA,NA,NA
2019,"Wed Jul 10 00:00:00 PDT 2019","H","17-2H","INITIAL","2850-50069","HF999",11.07,20,20,NA,"0700EE0329","","M"
2019,"Wed Jul 10 00:00:00 PDT 2019","H","17-2H","INITIAL","2850-50069","HF999",11.07,20,20,NA,"0700ED9947","","F"
2019,"Wed Jul 10 00:00:00 PDT 2019","H","17-2H","INITIAL","2850-50070","HF1000",11.28,19.5,19,NA,"0700EE0329","","M"
2019,"Wed Jul 10 00:00:00 PDT 2019","H","17-2H","INITIAL","2850-50070","HF1000",11.28,19.5,19,NA,"0700ED9947","","F"
2019,"Sun Jul 14 00:00:00 PDT 2019","H","17AH","INITIAL","2850-50150","HF1080",12.03,23.5,23,NA,"0110172D2E","011017A21B","M"
2019,"Sun Jul 14 00:00:00 PDT 2019","H","17AH","INITIAL","2850-50150","HF1080",12.03,23.5,23,NA,"0700ED985B","","F"
2019,"Sun Jul 14 00:00:00 PDT 2019","H","17AH","INITIAL","2850-50151","HF1081",12.99,24,24,NA,"0110172D2E","011017A21B","M"
2019,"Sun Jul 14 00:00:00 PDT 2019","H","17AH","INITIAL","2850-50151","HF1081",12.99,24,24,NA,"0700ED985B","","F"
2019,"Sun Jul 14 00:00:00 PDT 2019","H","17AH","INITIAL","2850-50152","HF1082",11.48,22,21,NA,"0110172D2E","011017A21B","M"
2019,"Sun Jul 14 00:00:00 PDT 2019","H","17AH","INITIAL","2850-50152","HF1082",11.48,22,21,NA,"0700ED985B","","F"
2019,"Sun Jul 14 00:00:00 PDT 2019","H","17AH","INITIAL","2850-50153","HF1083",11.63,24.5,24.5,NA,"0110172D2E","011017A21B","M"
2019,"Sun Jul 14 00:00:00 PDT 2019","H","17AH","INITIAL","2850-50153","HF1083",11.63,24.5,24.5,NA,"0700ED985B","","F"
2019,"Sun Jul 14 00:00:00 PDT 2019","H","17AH","INITIAL","2850-50154","HF1084",11.46,22,21.5,NA,"0110172D2E","011017A21B","M"
2019,"Sun Jul 14 00:00:00 PDT 2019","H","17AH","INITIAL","2850-50154","HF1084",11.46,22,21.5,NA,"0700ED985B","","F"
2019,"Sun Jul 14 00:00:00 PDT 2019","H","17AH","INITIAL","2850-50155","HF1085",11.75,21.5,21.5,NA,"0110172D2E","011017A21B","M"
2019,"Sun Jul 14 00:00:00 PDT 2019","H","17AH","INITIAL","2850-50155","HF1085",11.75,21.5,21.5,NA,"0700ED985B","","F"
2019,"Sun Jul 14 00:00:00 PDT 2019","H","17AH","INITIAL","2850-50156","HF1086",12.59,25,22,NA,"0110172D2E","011017A21B","M"
2019,"Sun Jul 14 00:00:00 PDT 2019","H","17AH","INITIAL","2850-50156","HF1086",12.59,25,22,NA,"0700ED985B","","F"
2019,"Sun Jul 14 00:00:00 PDT 2019","H","17AH","INITIAL","2850-50157","HF1087",12.74,24,23,NA,"0110172D2E","011017A21B","M"
2019,"Sun Jul 14 00:00:00 PDT 2019","H","17AH","INITIAL","2850-50157","HF1087",12.74,24,23,NA,"0700ED985B","","F"
2019,"Sat Jul 06 00:00:00 PDT 2019","H","17.0H","INITIAL","2850-50009","HF962",12.77,9,9,"2 dead nestlings in box",NA,NA,NA
2019,"Sat Jul 06 00:00:00 PDT 2019","H","17.0H","INITIAL","2850-50010","HF963",13.9,13.5,14,"2 dead nestlings in box",NA,NA,NA
2019,"Sat Jul 06 00:00:00 PDT 2019","H","17.0H","INITIAL","2850-50011","HF964",12.8,15.5,15,"2 dead nestlings in box",NA,NA,NA
2019,"Mon Jul 29 00:00:00 PDT 2019","H","18-3H","INITIAL","2850-50191","HF1121",12.38,15,15,"Measurements taken from non-lab members","0700EE20B2","0700EE3582","M"
2019,"Mon Jul 29 00:00:00 PDT 2019","H","18-3H","INITIAL","2850-50191","HF1121",12.38,15,15,"Measurements taken from non-lab members","0700EE0395","","F"
2019,"Mon Jul 29 00:00:00 PDT 2019","H","18-3H","INITIAL","2850-50192","HF1122",13.08,21.5,21,"Measurements taken from non-lab members","0700EE20B2","0700EE3582","M"
2019,"Mon Jul 29 00:00:00 PDT 2019","H","18-3H","INITIAL","2850-50192","HF1122",13.08,21.5,21,"Measurements taken from non-lab members","0700EE0395","","F"
2019,"Mon Jul 29 00:00:00 PDT 2019","H","18-3H","INITIAL","2850-50193","HF1123",13.75,19,18.5,"Measurements taken from non-lab members","0700EE20B2","0700EE3582","M"
2019,"Mon Jul 29 00:00:00 PDT 2019","H","18-3H","INITIAL","2850-50193","HF1123",13.75,19,18.5,"Measurements taken from non-lab members","0700EE0395","","F"
2019,"Mon Jul 29 00:00:00 PDT 2019","H","18-3H","INITIAL","2850-50194","HF1124",12.93,20,19.5,"Measurements taken from non-lab members","0700EE20B2","0700EE3582","M"
2019,"Mon Jul 29 00:00:00 PDT 2019","H","18-3H","INITIAL","2850-50194","HF1124",12.93,20,19.5,"Measurements taken from non-lab members","0700EE0395","","F"
2019,"Mon Jun 24 00:00:00 PDT 2019","L","19.0L","INITIAL","2540-02005","LF1527",12.54,20,19,NA,NA,NA,NA
2019,"Mon Jun 24 00:00:00 PDT 2019","L","19.0L","INITIAL","2540-02006","LF1528",13.13,19,19,NA,NA,NA,NA
2019,"Mon Jun 24 00:00:00 PDT 2019","L","19.0L","INITIAL","2540-02007","LF1529",12.4,20.5,20.5,NA,NA,NA,NA
2019,"Mon Jun 24 00:00:00 PDT 2019","L","19.0L","INITIAL","2540-02008","LF1530",12.55,23.5,23.5,NA,NA,NA,NA
2019,"Mon Jun 24 00:00:00 PDT 2019","L","19.0L","INITIAL","2540-02009","LF1531",12.59,19.5,18,NA,NA,NA,NA
2019,"Mon Jun 24 00:00:00 PDT 2019","L","19.0L","INITIAL","2540-02010","LF1532",13.16,19.5,18.5,NA,NA,NA,NA
2019,"Mon Jun 24 00:00:00 PDT 2019","L","19.0L","INITIAL","2540-02011","LF1533",12.97,19,18,NA,NA,NA,NA
2019,"Fri Jul 12 00:00:00 PDT 2019","H","21-1H","INITIAL","2850-50102","HF1032",13.55,17,17,NA,"0700EE4300","","M"
2019,"Fri Jul 12 00:00:00 PDT 2019","H","21-1H","INITIAL","2850-50102","HF1032",13.55,17,17,NA,"0700ED9084","","F"
2019,"Fri Jul 12 00:00:00 PDT 2019","H","21-1H","INITIAL","2850-50103","HF1033",11.24,16.5,16.5,NA,"0700EE4300","","M"
2019,"Fri Jul 12 00:00:00 PDT 2019","H","21-1H","INITIAL","2850-50103","HF1033",11.24,16.5,16.5,NA,"0700ED9084","","F"
2019,"Fri Jul 12 00:00:00 PDT 2019","H","21-1H","INITIAL","2850-50104","HF1034",10.9,15,14.5,NA,"0700EE4300","","M"
2019,"Fri Jul 12 00:00:00 PDT 2019","H","21-1H","INITIAL","2850-50104","HF1034",10.9,15,14.5,NA,"0700ED9084","","F"
2019,"Fri Jul 12 00:00:00 PDT 2019","H","21-1H","INITIAL","2850-50105","HF1035",11.34,15,14.5,NA,"0700EE4300","","M"
2019,"Fri Jul 12 00:00:00 PDT 2019","H","21-1H","INITIAL","2850-50105","HF1035",11.34,15,14.5,NA,"0700ED9084","","F"
2019,"Fri Jul 12 00:00:00 PDT 2019","H","21-1H","INITIAL","2850-50106","HF1036",11.57,15.5,14.5,NA,"0700EE4300","","M"
2019,"Fri Jul 12 00:00:00 PDT 2019","H","21-1H","INITIAL","2850-50106","HF1036",11.57,15.5,14.5,NA,"0700ED9084","","F"
2019,"Sat Jun 29 00:00:00 PDT 2019","L","22-1L","INITIAL","2820-13938","LF1638",11.71,19,18.5,NA,"0700EDD96A","","M"
2019,"Sat Jun 29 00:00:00 PDT 2019","L","22-1L","INITIAL","2820-13938","LF1638",11.71,19,18.5,NA,"0700ED8676","0300035D05","F"
2019,"Sat Jun 29 00:00:00 PDT 2019","L","22-1L","INITIAL","2820-13939","LF1639",12.26,14.5,15,NA,"0700EDD96A","","M"
2019,"Sat Jun 29 00:00:00 PDT 2019","L","22-1L","INITIAL","2820-13939","LF1639",12.26,14.5,15,NA,"0700ED8676","0300035D05","F"
